serial_number,file_date,time_sec,bv_volts,t_deg_c,do_mg_l,q,logger_type
7450-614557,2022-05-26T22:19:00Z,1653645540,3.41,12.99, +9.403,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653645840,3.41,12.954, +9.411,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653646140,3.41,12.937, +9.412,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653646440,3.41,12.946, +9.398,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653646740,3.41,12.937, +9.400,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653647040,3.41,12.919, +9.420,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653647340,3.41,12.919, +9.405,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653647640,3.41,12.867, +9.422,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653647940,3.41,12.858, +9.422,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653648240,3.41,12.849, +9.426,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653648540,3.41,12.84, +9.419,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653648840,3.41,12.823, +9.418,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653649140,3.41,12.805, +9.426,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653649440,3.41,12.787, +9.421,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653649740,3.41,12.752, +9.425,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653650040,3.42,12.584, +9.460,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653650340,3.41,12.646, +9.443,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653650640,3.42,12.576, +9.444,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653650940,3.42,12.531, +9.449,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653651240,3.42,12.461, +9.479,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653651540,3.42,12.505, +9.466,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653651840,3.41,12.416, +9.484,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653652140,3.42,12.452, +9.493,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653652440,3.42,12.443, +9.488,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653652740,3.41,12.372, +9.508,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653653040,3.41,12.337, +9.511,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653653340,3.41,12.363, +9.510,1.018,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653653640,3.41,12.381, +9.501,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653653940,3.42,12.452, +9.481,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653654240,3.42,12.443, +9.489,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653654540,3.42,12.47, +9.476,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653654840,3.42,12.54, +9.445,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653655140,3.42,12.602, +9.437,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653655440,3.42,12.611, +9.426,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653655740,3.42,12.646, +9.428,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653656040,3.42,12.629, +9.422,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653656340,3.42,12.584, +9.433,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653656640,3.41,12.629, +9.426,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653656940,3.41,12.655, +9.422,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653657240,3.41,12.69, +9.407,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653657540,3.41,12.655, +9.435,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653657840,3.42,12.655, +9.422,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653658140,3.42,12.611, +9.444,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653658440,3.42,12.478, +9.451,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653658740,3.41,13.323, +9.068,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653659040,3.41,14.895, +8.769,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653659340,3.41,15.505, +8.660,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653659640,3.41,15.847, +8.596,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653659940,3.41,16.061, +8.563,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653660240,3.41,16.248, +8.527,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653660540,3.41,16.419, +8.502,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653660840,3.4,16.563, +8.470,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653661140,3.4,16.691, +8.440,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653661440,3.41,16.844, +8.429,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653661740,3.41,16.979, +8.399,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653662040,3.41,17.106, +8.375,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653662340,3.41,17.217, +8.375,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653662640,3.41,17.344, +8.339,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653662940,3.4,17.479, +8.319,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653663240,3.4,17.614, +8.303,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653663540,3.4,17.808, +8.349,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653663840,3.4,18.432, +8.239,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653664140,3.4,18.651, +8.203,1.017,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653664440,3.4,18.777, +8.169,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653664740,3.4,18.869, +8.159,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653665040,3.4,18.936, +8.143,1.015,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653665340,3.41,19.046, +8.129,1.016,MiniDOt
7450-614557,2022-05-26T22:19:00Z,1653665640,3.41,19.146, +8.127,1.017,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653604140,3.44,16.176, +9.599,0.978,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653604440,3.44,15.372, +9.740,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653604740,3.44,15.192, +9.719,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653605040,3.44,15.338, +9.689,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653605340,3.44,15.466, +9.786,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653605640,3.44,15.5, +9.665,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653605940,3.44,15.526, +9.611,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653606240,3.44,15.518, +9.599,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653606540,3.44,15.483, +9.560,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653606840,3.44,15.5, +9.526,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653607140,3.44,15.509, +9.453,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653607440,3.44,15.612, +9.495,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653607740,3.44,15.689, +9.422,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653608040,3.44,15.714, +9.434,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653608340,3.44,15.706, +9.478,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653608640,3.44,15.672, +9.448,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653608940,3.44,15.663, +9.416,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653609240,3.44,15.646, +9.460,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653609540,3.44,15.663, +9.569,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653609840,3.44,15.672, +9.541,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653610140,3.44,15.68, +9.576,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653610440,3.44,15.655, +9.573,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653610740,3.44,15.655, +9.482,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653611040,3.44,15.655, +9.432,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653611340,3.44,15.646, +9.681,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653611640,3.44,15.629, +9.557,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653611940,3.44,15.578, +9.540,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653612240,3.44,15.492, +9.495,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653612540,3.44,15.492, +9.476,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653612840,3.44,15.492, +9.431,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653613140,3.44,15.509, +9.406,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653613440,3.44,15.518, +9.390,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653613740,3.44,15.509, +9.400,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653614040,3.44,15.5, +9.419,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653614340,3.44,15.5, +9.395,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653614640,3.44,15.466, +9.407,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653614940,3.44,15.44, +9.376,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653615240,3.44,15.398, +9.401,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653615540,3.44,15.338, +9.377,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653615840,3.44,15.252, +9.369,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653616140,3.44,15.192, +9.401,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653616440,3.44,15.2, +9.408,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653616740,3.44,15.183, +9.417,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653617040,3.44,15.2, +9.385,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653617340,3.44,15.166, +9.370,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653617640,3.44,15.157, +9.360,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653617940,3.44,15.14, +9.364,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653618240,3.44,15.131, +9.350,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653618540,3.44,15.123, +9.350,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653618840,3.44,15.114, +9.349,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653619140,3.44,15.08, +9.355,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653619440,3.44,15.088, +9.348,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653619740,3.44,15.063, +9.366,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653620040,3.44,15.071, +9.360,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653620340,3.44,15.045, +9.362,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653620640,3.44,15.011, +9.361,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653620940,3.44,14.994, +9.360,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653621240,3.44,14.942, +9.378,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653621540,3.44,14.951, +9.362,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653621840,3.45,14.916, +9.379,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653622140,3.44,14.908, +9.365,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653622440,3.44,14.89, +9.368,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653622740,3.45,14.847, +9.376,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653623040,3.45,14.796, +9.381,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653623340,3.45,14.787, +9.369,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653623640,3.45,14.778, +9.367,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653623940,3.45,14.735, +9.373,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653624240,3.45,14.753, +9.370,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653624540,3.45,14.744, +9.371,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653624840,3.45,14.701, +9.366,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653625140,3.44,14.658, +9.376,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653625440,3.44,14.614, +9.380,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653625740,3.44,14.58, +9.384,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653626040,3.44,14.545, +9.397,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653626340,3.44,14.528, +9.392,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653626640,3.44,14.502, +9.395,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653626940,3.44,14.433, +9.399,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653627240,3.44,14.312, +9.402,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653627540,3.44,14.234, +9.439,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653627840,3.44,14.251, +9.426,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653628140,3.44,14.234, +9.428,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653628440,3.44,14.268, +9.412,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653628740,3.44,14.303, +9.418,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653629040,3.44,14.346, +9.412,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653629340,3.44,14.329, +9.408,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653629640,3.44,14.312, +9.407,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653629940,3.44,14.251, +9.418,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653630240,3.44,14.199, +9.424,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653630540,3.44,14.164, +9.413,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653630840,3.44,14.104, +9.441,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653631140,3.44,14.077, +9.436,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653631440,3.44,14.034, +9.425,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653631740,3.44,14.008, +9.431,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653632040,3.44,13.93, +9.429,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653632340,3.44,13.834, +9.463,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653632640,3.44,13.782, +9.468,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653632940,3.44,13.799, +9.476,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653633240,3.44,13.843, +9.464,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653633540,3.44,13.878, +9.443,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653633840,3.44,13.86, +9.445,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653634140,3.44,13.808, +9.435,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653634440,3.44,13.73, +9.452,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653634740,3.45,13.703, +9.461,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653635040,3.45,13.695, +9.461,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653635340,3.45,13.686, +9.453,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653635640,3.45,13.668, +9.456,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653635940,3.45,13.625, +9.461,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653636240,3.45,13.59, +9.463,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653636540,3.44,13.546, +9.471,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653636840,3.44,13.529, +9.479,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653637140,3.44,13.485, +9.475,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653637440,3.44,13.459, +9.474,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653637740,3.44,13.406, +9.485,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653638040,3.44,13.38, +9.482,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653638340,3.44,13.354, +9.500,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653638640,3.44,13.293, +9.504,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653638940,3.44,13.284, +9.514,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653639240,3.44,13.24, +9.521,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653639540,3.44,13.205, +9.526,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653639840,3.44,13.188, +9.521,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653640140,3.44,13.188, +9.512,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653640440,3.44,13.196, +9.510,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653640740,3.44,13.205, +9.510,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653641040,3.44,13.179, +9.516,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653641340,3.44,13.196, +9.514,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653641640,3.44,13.196, +9.511,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653641940,3.44,13.188, +9.517,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653642240,3.44,13.179, +9.519,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653642540,3.44,13.152, +9.518,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653642840,3.44,13.144, +9.528,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653643140,3.44,13.126, +9.521,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653643440,3.44,13.1, +9.538,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653643740,3.44,13.082, +9.529,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653644040,3.44,13.047, +9.537,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653644340,3.44,13.047, +9.525,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653644640,3.44,13.038, +9.526,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653644940,3.44,12.994, +9.555,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653645240,3.44,12.994, +9.543,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653645540,3.44,12.951, +9.565,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653645840,3.44,12.951, +9.549,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653646140,3.44,12.907, +9.562,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653646440,3.44,12.889, +9.559,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653646740,3.44,12.889, +9.553,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653647040,3.44,12.889, +9.559,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653647340,3.44,12.854, +9.567,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653647640,3.44,12.863, +9.547,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653647940,3.44,12.845, +9.562,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653648240,3.44,12.819, +9.552,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653648540,3.44,12.81, +9.553,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653648840,3.44,12.792, +9.551,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653649140,3.44,12.774, +9.557,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653649440,3.44,12.757, +9.562,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653649740,3.44,12.739, +9.549,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653650040,3.44,12.651, +9.582,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653650340,3.44,12.678, +9.575,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653650640,3.44,12.536, +9.582,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653650940,3.44,12.536, +9.605,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653651240,3.44,12.536, +9.590,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653651540,3.44,12.501, +9.610,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653651840,3.44,12.474, +9.605,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653652140,3.44,12.483, +9.609,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653652440,3.44,12.448, +9.605,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653652740,3.44,12.43, +9.618,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653653040,3.44,12.395, +9.613,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653653340,3.44,12.457, +9.598,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653653640,3.44,12.58, +9.592,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653653940,3.44,12.616, +9.594,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653654240,3.44,12.607, +9.568,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653654540,3.44,12.642, +9.557,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653654840,3.44,12.739, +9.542,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653655140,3.44,12.792, +9.520,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653655440,3.44,12.783, +9.526,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653655740,3.44,12.81, +9.508,0.978,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653656040,3.44,12.757, +9.542,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653656340,3.44,12.713, +9.530,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653656640,3.44,12.774, +9.527,0.978,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653656940,3.44,12.836, +9.524,0.978,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653657240,3.44,12.889, +9.510,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653657540,3.44,12.836, +9.516,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653657840,3.44,12.827, +9.534,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653658140,3.44,12.783, +9.532,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653658440,3.44,12.589, +9.662,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653658740,3.44,14.873, +8.970,0.978,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653659040,3.43,15.689, +8.798,0.982,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653659340,3.44,15.749, +8.817,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653659640,3.44,15.757, +8.841,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653659940,3.44,15.988, +8.826,0.978,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653660240,3.44,16.252, +8.788,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653660540,3.43,16.72, +8.658,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653660840,3.44,16.363, +8.794,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653661140,3.43,16.474, +8.777,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653661440,3.43,16.762, +8.757,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653661740,3.44,17.042, +8.722,0.979,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653662040,3.43,17.296, +8.563,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653662340,3.43,17.643, +8.493,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653662640,3.43,17.77, +8.487,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653662940,3.43,17.846, +8.473,0.981,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653663240,3.44,17.989, +8.453,0.98,MiniDOt
7450-617633,2022-05-26T22:29:00Z,1653663540,3.43,19.174, +8.257,0.963,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653603960,3.48,17.507, +8.890,0.983,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653604260,3.48,15.671, +9.236,0.986,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653604560,3.48,15.38, +9.264,0.987,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653604860,3.48,15.328, +9.275,0.987,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653605160,3.48,15.483, +9.356,0.987,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653605460,3.48,15.534, +9.280,0.988,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653605760,3.48,15.568, +9.242,0.987,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653606060,3.48,15.568, +9.242,0.987,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653606360,3.48,15.551, +9.243,0.988,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653606660,3.48,15.517, +9.214,0.987,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653606960,3.48,15.534, +9.199,0.987,MiniDOt
7450-631150,2022-05-26T22:26:00Z,1653607260,3.48,15.577, +9.199,0.987,MiniDOt
